Week,This Week's Gross,Last Week's Gross,Diff $,Potential Gross,Gross % of Potential,Average Ticket,Top Ticket,Seats,Total,Per,This Week %,Last Week %,Diff %
,,,,,,,,Sold,Seats,,,,
02/18/2024,"$1,933,993 ","$1,303,288 ","$630,706 ",$1 ,193399325.00%,$132.47 ,$275.00 ,"14,600","14,936",8,97.80%,79.70%,18.10%
02/25/2024,"$2,017,690 ","$1,933,993 ","$83,696 ",$1 ,201768975.00%,$133.07 ,$275.00 ,"15,163","15,408",8,98.40%,97.80%,0.60%
03/03/2024,"$1,603,874 ","$2,017,690 ","($413,816)",$1 ,160387425.00%,$118.58 ,$275.00 ,"13,526","14,456",8,93.60%,98.40%,-4.80%
03/10/2024,"$1,836,268 ","$1,603,874 ","$232,394 ",$1 ,183626800.00%,$125.96 ,$275.00 ,"14,578","14,936",8,97.60%,93.60%,4%
03/17/2024,"$2,105,229 ","$1,836,268 ","$268,961 ",$1 ,210522900.00%,$136.68 ,$275.00 ,"15,403","15,408",8,100%,97.60%,2.40%
03/24/2024,"$2,043,444 ","$2,105,229 ","($61,785)",$1 ,204344425.00%,$133.81 ,$275.00 ,"15,271","15,408",8,99.10%,100%,-0.90%
03/31/2024,"$2,910,585 ","$2,043,444 ","$867,141 ",$1 ,291058500.00%,$167.91 ,$275.00 ,"17,334","17,334",9,100%,99.10%,0.90%
04/07/2024,"$2,400,463 ","$2,910,585 ","($510,122)",$1 ,240046300.00%,$155.79 ,$275.00 ,"15,408","15,408",8,100%,100%,0%
04/14/2024,"$1,957,361 ","$2,400,463 ","($443,102)",$1 ,195736100.00%,$129.62 ,$275.00 ,"15,101","15,408",8,98%,100%,-2%
04/21/2024,"$1,966,132 ","$1,957,361 ","$8,771 ",$1 ,196613200.00%,$131.43 ,$275.00 ,"14,959","15,408",8,97.10%,98%,-0.90%
04/28/2024,"$1,926,859 ","$1,966,132 ","($39,273)",$1 ,192685900.00%,$129.36 ,$275.00 ,"14,895","14,936",8,99.70%,97.10%,2.60%
05/05/2024,"$1,586,005 ","$1,926,859 ","($340,854)",$1 ,158600500.00%,$123.02 ,$275.00 ,"12,892","14,456",8,89.20%,99.70%,-10.50%
05/12/2024,"$1,721,354 ","$1,586,005 ","$135,349 ",$1 ,172135400.00%,$127.39 ,$275.00 ,"13,512","14,456",8,93.50%,89.20%,4.30%
05/19/2024,"$1,847,043 ","$1,721,354 ","$125,689 ",$1 ,184704300.00%,$131.43 ,$275.00 ,"14,053","14,456",8,97.20%,93.50%,3.70%
05/26/2024,"$2,003,492 ","$1,847,043 ","$156,449 ",$1 ,200349200.00%,$134.35 ,$275.00 ,"14,912","14,936",8,99.80%,97.20%,2.60%
06/02/2024,"$1,981,260 ","$2,003,492 ","($22,232)",$1 ,198126000.00%,$134.26 ,$275.00 ,"14,757","14,936",8,98.80%,99.80%,-1%
06/09/2024,"$2,077,910 ","$1,981,260 ","$96,650 ",$1 ,207791000.00%,$137.84 ,$275.00 ,"15,075","15,408",8,97.80%,98.80%,-1%
06/16/2024,"$2,071,557 ","$2,077,910 ","($6,353)",$1 ,207155700.00%,$137.98 ,$275.00 ,"15,014","15,408",8,97.40%,97.80%,-0.40%
06/23/2024,"$2,222,692 ","$2,071,557 ","$151,135 ",$1 ,222269200.00%,$145.54 ,$275.00 ,"15,408","15,408",8,100%,97.40%,2.60%
06/30/2024,"$2,143,556 ","$2,222,692 ","($79,136)",$1 ,214355600.00%,$142.61 ,$275.00 ,"15,031","15,408",8,97.60%,100%,-2.40%
07/07/2024,"$2,187,828 ","$2,143,556 ","$44,272 ",$1 ,218782800.00%,$145.34 ,$275.00 ,"15,053","15,408",8,97.70%,97.60%,0.10%
07/14/2024,"$2,103,272 ","$2,187,828 ","($84,556)",$1 ,210327200.00%,$144.27 ,$275.00 ,"14,579","14,936",8,97.60%,97.70%,-0.10%
07/21/2024,"$2,158,363 ","$2,103,272 ","$55,091 ",$1 ,215836300.00%,$145.41 ,$275.00 ,"14,843","14,936",8,99.40%,97.60%,1.80%
07/28/2024,"$2,266,369 ","$2,158,363 ","$108,006 ",$1 ,226636900.00%,$147.72 ,$275.00 ,"15,342","15,408",8,99.60%,99.40%,0.20%
08/04/2024,"$2,191,994 ","$2,266,369 ","($74,375)",$1 ,219199400.00%,$145.87 ,$275.00 ,"15,027","15,408",8,97.50%,99.60%,-2.10%
08/11/2024,"$2,226,851 ","$2,191,994 ","$34,857 ",$1 ,222685100.00%,$146.52 ,$275.00 ,"15,198","15,408",8,98.60%,97.50%,1.10%
08/18/2024,"$1,981,378 ","$2,226,851 ","($245,473)",$1 ,198137800.00%,$142.35 ,$275.00 ,"13,919","14,456",8,96.30%,98.60%,-2.30%
08/25/2024,"$1,978,104 ","$1,981,378 ","($3,274)",$1 ,197810400.00%,$134.20 ,$275.00 ,"14,740","14,936",8,98.70%,96.30%,2.40%
09/01/2024,"$2,181,880 ","$1,978,104 ","$203,776 ",$1 ,218188000.00%,$146.08 ,$275.00 ,"14,936","15,408",8,96.90%,98.70%,-1.80%
09/08/2024,"$1,755,476 ","$2,181,880 ","($426,404)",$1 ,175547650.00%,$118.69 ,$275.00 ,"14,790","14,936",8,99%,96.90%,2.10%
09/15/2024,"$1,831,494 ","$1,755,476 ","$76,017 ",$1 ,183149350.00%,$121.48 ,$275.00 ,"15,076","15,408",8,97.80%,99%,-1.20%
09/22/2024,"$1,636,895 ","$1,831,494 ","($194,598)",$1 ,163689500.00%,$133.77 ,$275.00 ,"12,237","14,456",8,84.60%,97.80%,-13.20%
09/29/2024,"$1,784,758 ","$1,636,895 ","$147,862 ",$1 ,178475750.00%,$134.38 ,$275.00 ,"13,281","14,456",8,91.90%,84.60%,7.30%
10/06/2024,"$2,046,098 ","$1,784,758 ","$261,341 ",$1 ,204609825.00%,$142.14 ,$275.00 ,"14,395","14,456",8,99.60%,91.90%,7.70%
10/13/2024,"$2,486,411 ","$2,046,098 ","$440,313 ",$1 ,248641125.00%,$162.13 ,$275.00 ,"15,336","15,408",8,99.50%,99.60%,-0.10%
10/20/2024,"$2,231,866 ","$2,486,411 ","($254,545)",$1 ,223186600.00%,$144.85 ,$275.00 ,"15,408","15,408",8,100%,99.50%,0.50%
10/27/2024,"$2,217,313 ","$2,231,866 ","($14,553)",$1 ,221731300.00%,$144.29 ,$275.00 ,"15,367","15,408",8,99.70%,100%,-0.30%
11/03/2024,"$2,279,448 ","$2,217,313 ","$62,135 ",$1 ,227944825.00%,$148.23 ,$275.00 ,"15,378","15,408",8,99.80%,99.70%,0.10%
11/10/2024,"$2,451,246 ","$2,279,448 ","$171,798 ",$1 ,245124600.00%,$159.09 ,$275.00 ,"15,408","15,408",8,100%,99.80%,0.20%
11/17/2024,"$2,445,380 ","$2,451,246 ","($5,866)",$1 ,244538000.00%,$158.71 ,$275.00 ,"15,408","15,408",8,100%,100%,0%
11/24/2024,"$2,560,160 ","$2,445,380 ","$114,780 ",$1 ,256016000.00%,$166.16 ,$350.00 ,"15,408","15,408",8,100%,100%,0%
12/01/2024,"$2,930,221 ","$2,560,160 ","$370,061 ",$1 ,293022100.00%,$190.18 ,$350.00 ,"15,408","15,408",8,100%,100%,0%
12/08/2024,"$2,782,795 ","$2,930,221 ","($147,426)",$1 ,278279500.00%,$180.61 ,$350.00 ,"15,408","15,408",8,100%,100%,0%
12/15/2024,"$2,878,086 ","$2,782,795 ","$95,291 ",$1 ,287808600.00%,$186.79 ,$350.00 ,"15,408","15,408",8,100%,100%,0%
12/22/2024,"$3,024,095 ","$2,878,086 ","$146,009 ",$1 ,302409500.00%,$196.27 ,$350.00 ,"15,408","15,408",8,100%,100%,0%
12/29/2024,"$5,037,392 ","$3,024,095 ","$2,013,297 ",$1 ,503739200.00%,$290.61 ,$505.00 ,"17,334","17,334",9,100%,100%,0%
01/05/2025,"$3,294,179 ","$5,037,392 ","($1,743,213)",$1 ,329417900.00%,$213.80 ,$375.00 ,"15,408","15,408",8,100%,100%,0%
01/12/2025,"$2,425,656 ","$3,294,179 ","($868,523)",$1 ,242565600.00%,$157.43 ,$375.00 ,"15,408","15,408",8,100%,100%,0%
01/19/2025,"$2,602,661 ","$2,425,656 ","$177,005 ",$1 ,260266100.00%,$168.92 ,$375.00 ,"15,408","15,408",8,100%,100%,0%
01/26/2025,"$2,415,881 ","$2,602,661 ","($186,780)",$1 ,241588100.00%,$156.79 ,$375.00 ,"15,408","15,408",8,100%,100%,0%
02/02/2025,"$2,319,734 ","$2,415,881 ","($96,146)",$1 ,231973450.00%,$150.55 ,$375.00 ,"15,408","15,408",8,100%,100%,0%
02/09/2025,"$2,324,693 ","$2,319,734 ","$4,959 ",$1 ,232469300.00%,$150.88 ,$375.00 ,"15,408","15,408",8,100%,100%,0%
02/16/2025,"$2,628,457 ","$2,324,693 ","$303,764 ",$1 ,262845700.00%,$170.59 ,$375.00 ,"15,408","15,408",8,100%,100%,0%
02/23/2025,"$2,561,492 ","$2,628,457 ","($66,965)",$1 ,256149200.00%,$166.24 ,$375.00 ,"15,408","15,408",8,100%,100%,0%
03/02/2025,"$2,368,448 ","$2,561,492 ","($193,044)",$1 ,236844800.00%,$153.72 ,$352.00 ,"15,408","15,408",8,100%,100%,0%
03/09/2025,"$2,435,631 ","$2,368,448 ","$67,183 ",$1 ,243563100.00%,$158.08 ,$352.00 ,"15,408","15,408",8,100%,100%,0%
03/16/2025,"$2,490,180 ","$2,435,631 ","$54,549 ",$1 ,249018000.00%,$161.62 ,$352.00 ,"15,408","15,408",8,100%,100%,0%
03/23/2025,"$2,545,281 ","$2,490,180 ","$55,101 ",$1 ,254528100.00%,$165.19 ,$352.00 ,"15,408","15,408",8,100%,100%,0%
03/30/2025,"$2,561,828 ","$2,545,281 ","$16,547 ",$1 ,256182800.00%,$166.27 ,$352.00 ,"15,408","15,408",8,100%,100%,0%
04/06/2025,"$2,476,681 ","$2,561,828 ","($85,147)",$1 ,247668100.00%,$160.74 ,$352.00 ,"15,408","15,408",8,100%,100%,0%
04/13/2025,"$2,462,861 ","$2,476,681 ","($13,820)",$1 ,246286100.00%,$159.84 ,$352.00 ,"15,408","15,408",8,100%,100%,0%
